XLS_RowNumber	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	PerformanceEvaluationAdHoc	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	OVERDUEDAYS
34826	100003166	2017-05-02	5	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
36695	100003341	2017-11-30	12	1	1	 	Employee 72	Team 3				 	 	 	 	 	 	 
37247	100003428	2017-05-02	5	1	1	 	Employee 74	Team 3				 	 	 	 	 	 	 
37249	100003436	2017-05-02	5	1	1	 	Employee 74	Team 3				 	 	 	 	 	 	 
38120	100003488	2017-05-02	5	1	1	 	Employee 74	Team 3				 	 	 	 	 	 	 
38991	100003589	2017-05-02	5	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
39119	100003602	2017-05-02	5	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
39787	100003670	2017-05-02	5	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
41647	100003795	2017-11-16	11	1	1	 	Employee 62	Team 7				 	 	 	 	 	 	 
41790	100003799	2017-11-16	11	1	1	 	Employee 62	Team 7				 	 	 	 	 	 	 
46211	100004207	2017-08-14	8	1	1	 	Employee 47	Team 4				 	 	 	 	 	 	 
47763	100004315	2017-11-16	11	1	1	 	Employee 62	Team 7				 	 	 	 	 	 	 
47983	100004325	2017-11-16	11	1	1	 	Employee 62	Team 7				 	 	 	 	 	 	 
51058	100004690	2017-08-11	8	1	1	 	Employee 20	Team 13				 	 	 	 	 	 	 
53357	100004917	2017-09-28	9	1	1	 	Employee 16	Team 8				 	 	 	 	 	 	 
60817	100005671	2017-05-02	5	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
68487	100006612	2017-05-02	5	1	1	 	Employee 22	Team 13				 	 	 	 	 	 	 
77615	100008087	2017-05-02	5	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
77755	100008102	2017-05-02	5	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
77783	100008107	2017-05-02	5	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
77803	100008111	2017-05-02	5	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
78138	100008161	2017-05-02	5	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
81641	100008600	2017-05-02	5	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
81642	100008602	2017-05-02	5	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
81739	100008626	2017-05-02	5	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
82593	100008786	2017-11-16	11	1	1	 	Employee 62	Team 7				 	 	 	 	 	 	 
88329	100009603	2017-05-02	5	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
88385	100009610	2017-09-14	9	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
91007	100010218	2017-05-02	5	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
97028	100014429	2017-09-12	9	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
97029	100014429	2017-10-24	10	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
97054	100014438	2017-05-02	5	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
97352	100014731	2017-05-02	5	1	1	 	Employee 74	Team 3				 	 	 	 	 	 	 
104368	100017724	2017-06-08	6	1	1	 	Employee 20	Team 13				 	 	 	 	 	 	 
104369	100017724	2017-06-22	6	1	1	 	Employee 20	Team 13				 	 	 	 	 	 	 
108722	100018397	2017-07-10	7	1	1	 	Employee 31	Team 10				 	 	 	 	 	 	 
110197	100020777	2017-05-02	5	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
110489	100021216	2017-05-02	5	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
116590	100022297	2017-07-11	7	1	1	 	Employee 31	Team 10				 	 	 	 	 	 	 
117381	100022391	2017-05-02	5	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
118816	100022537	2017-05-02	5	1	1	 	Employee 19	Team 13				 	 	 	 	 	 	 
127388	100023317	2017-07-11	7	1	1	 	Employee 31	Team 10				 	 	 	 	 	 	 
129717	100023490	2017-09-13	9	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
129718	100023490	2017-10-25	10	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
130666	100023567	2017-09-12	9	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
130667	100023567	2017-09-26	9	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
130668	100023567	2017-10-10	10	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
130669	100023567	2017-10-24	10	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
130790	100023572	2017-12-05	12	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
132047	100023633	2017-12-14	12	1	1	 	Employee 35	Team 6				 	 	 	 	 	 	 
132048	100023633	2017-12-21	12	1	1	 	Employee 35	Team 6				 	 	 	 	 	 	 
133743	100023732	2017-05-04	5	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
133744	100023732	2017-05-08	5	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
133745	100023732	2017-05-11	5	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
133746	100023732	2017-05-15	5	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
133747	100023732	2017-05-18	5	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
135324	100023815	2017-12-21	12	1	1	 	Employee 35	Team 6				 	 	 	 	 	 	 
136784	100023915	2017-06-27	6	1	1	 	Employee 58	Team 7				 	 	 	 	 	 	 
136785	100023915	2017-07-04	7	1	1	 	Employee 58	Team 7				 	 	 	 	 	 	 
136982	100023927	2017-08-09	8	1	1	 	Employee 35	Team 6				 	 	 	 	 	 	 
136983	100023927	2017-08-16	8	1	1	 	Employee 35	Team 6				 	 	 	 	 	 	 
137476	100023971	2017-07-03	7	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
137482	100023971	2017-10-16	10	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
137483	100023971	2017-11-20	11	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
137485	100023971	2017-12-18	12	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
137542	100023976	2017-12-04	12	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
137543	100023976	2017-12-18	12	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
137587	100023979	2017-07-05	7	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
138158	100024020	2017-08-16	8	1	1	 	Employee 35	Team 6				 	 	 	 	 	 	 
138222	100024027	2017-08-15	8	1	1	 	Employee 39	Team 6				 	 	 	 	 	 	 
138495	100024052	2017-07-31	8	1	1	 	Employee 18	Team 13				 	 	 	 	 	 	 
138496	100024052	2017-08-07	8	1	1	 	Employee 18	Team 13				 	 	 	 	 	 	 
138497	100024052	2017-08-14	8	1	1	 	Employee 18	Team 13				 	 	 	 	 	 	 
138498	100024052	2017-08-21	8	1	1	 	Employee 18	Team 13				 	 	 	 	 	 	 
138526	100024055	2017-08-14	8	1	1	 	Employee 57	Team 7				 	 	 	 	 	 	 
138685	100024076	2017-09-15	9	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
138686	100024076	2017-09-22	9	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
138689	100024076	2017-10-13	10	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
138690	100024076	2017-10-20	10	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
138691	100024076	2017-10-27	10	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
138729	100024079	2017-09-11	9	1	1	 	Employee 33	Team 10				 	 	 	 	 	 	 
138860	100024087	2017-08-29	9	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
138861	100024087	2017-09-05	9	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
138863	100024087	2017-09-19	9	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
138864	100024087	2017-09-26	9	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
138865	100024087	2017-10-03	10	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
138866	100024087	2017-10-10	10	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
138867	100024087	2017-10-17	10	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
138868	100024087	2017-10-24	10	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
138869	100024087	2017-10-31	11	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
138879	100024088	2017-10-13	10	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
138880	100024088	2017-10-20	10	1	1	 	Employee 73	Team 3				 	 	 	 	 	 	 
138949	100024097	2017-09-25	9	1	1	 	Employee 48	Team 4				 	 	 	 	 	 	 
138950	100024097	2017-10-02	10	1	1	 	Employee 48	Team 4				 	 	 	 	 	 	 
138951	100024097	2017-10-09	10	1	1	 	Employee 48	Team 4				 	 	 	 	 	 	 
139158	100024125	2017-11-16	11	1	1	 	Employee 62	Team 7				 	 	 	 	 	 	 
139256	100024141	2017-10-06	10	1	1	 	Employee 37	Team 6				 	 	 	 	 	 	 
139293	100024150	2017-10-16	10	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
139300	100024152	2017-10-30	11	1	1	 	Employee 23	Team 11				 	 	 	 	 	 	 
139319	100024156	2017-10-03	10	1	1	 	Employee 48	Team 4				 	 	 	 	 	 	 
139322	100024156	2017-10-24	10	1	1	 	Employee 48	Team 4				 	 	 	 	 	 	 
139323	100024156	2017-10-31	11	1	1	 	Employee 48	Team 4				 	 	 	 	 	 	 
139383	100024166	2017-10-18	10	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
139384	100024166	2017-10-25	10	1	1	 	Employee 68	Team 3				 	 	 	 	 	 	 
139499	100024181	2017-10-25	10	1	1	 	Employee 48	Team 4				 	 	 	 	 	 	 
139500	100024181	2017-11-01	11	1	1	 	Employee 48	Team 4				 	 	 	 	 	 	 
139688	100024204	2017-11-03	11	1	1	 	Employee 46	Team 4				 	 	 	 	 	 	 
139931	100024249	2017-11-14	11	1	1	 	Employee 23	Team 11				 	 	 	 	 	 	 
139955	100024258	2017-11-15	11	1	1	 	Employee 35	Team 6				 	 	 	 	 	 	 
139956	100024258	2017-11-22	11	1	1	 	Employee 35	Team 6				 	 	 	 	 	 	 
139957	100024258	2017-11-29	12	1	1	 	Employee 35	Team 6				 	 	 	 	 	 	 
140005	100024276	2017-12-05	12	1	1	 	Employee 35	Team 6				 	 	 	 	 	 	 
140054	100024299	2017-11-20	11	1	1	 	Employee 21	Team 13				 	 	 	 	 	 	 
140055	100024299	2017-11-27	12	1	1	 	Employee 21	Team 13				 	 	 	 	 	 	 
140122	100024364	2017-12-25	12	1	1	 	Employee 70	Team 3				 	 	 	 	 	 	 
140126	100024375	2017-12-27	12	1	1	 	Employee 57	Team 7				 	 	 	 	 	 	 
